936,Europe north & west of Italy to ca. 499,3
937,Italy & adjacent territories to 476,3
938,Greece to 323,3
939,Other parts of ancient world,3
940,History of Europe,3
941,British Isles,3
942,England and Wales,3
943,Germany & central Europe,3
944,France and Monaco,3
945,"Italy, San Marino, Vatican City, Malta",3
946,"Spain, Andorra, Gibraltar, Portugal",3
947,Russia & east Europe,3
948,Scandinavia and Finland,3
949,Other parts of Europe,3
950,History of Asia,3
951,China and adjacent areas,3
952,Japan,3
953,Arabian Peninsula and adjacent areas,3
954,India & south Asia,3
955,Iran,3
956,Middle East (Near East),3
957,Siberia (Asiatic Russia),3
958,Central Asia,3
959,Southeast Asia,3
960,History of Africa,3
961,Tunisia and Libya,3
962,"Egypt, Sudan, South Sudan",3
963,Ethiopia and Eritrea,3
964,"Morocco, Ceuta, Melilla, Western Sahara",3
965,Algeria,3
966,West Africa and offshore islands,3
967,Central Africa and offshore islands,3
968,South Africa & southern Africa,3
969,South Indian Ocean islands,3
970,History of North America,3
971,Canada,3
972,"Mexico, Central America, West Indies",3
973,United States,3
974,Northeastern United States,3
975,Southeastern United States,3
976,South central United States,3
977,North central United States,3
978,Western United States,3
979,Great Basin & Pacific Slope region,3
980,History of South America,3
981,Brazil,3
982,Argentina,3
983,Chile,3
984,Bolivia,3
985,Peru,3
986,Colombia and Ecuador,3
987,Venezuela,3
988,Guiana,3
989,Paraguay and Uruguay,3
990,History of other areas,3
991,[Unassigned],3
992,[Unassigned],3
993,New Zealand,3
994,Australia,3
995,New Guinea & Melanesia,3
996,Polynesia & Pacific Ocean islands,3
997,Atlantic Ocean islands,3
998,Arctic islands and Antarctica,3
999,Extraterrestrial worlds,3
